E:\Anaconda3\envs\pytorch18\python.exe F:/WorkSpace/毕业设计和毕业论文/毕设/data_prossing.py
GPU is available
谣言数据总量为：1538
非谣言数据总量为：1849
数据字典生成成功！
数据列表生成成功！
Some weights of the model checkpoint at chinese-bert-wwm-ext were not used when initializing BertForSequenceClassification: ['cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.dense.bias', 'cls.seq_relationship.bias', 'cls.seq_relationship.weight', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.transform.dense.weight', 'cls.predictions.bias', 'cls.predictions.decoder.weight']
- This IS expected if you are initializing BertForSequenceClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForSequenceClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at chinese-bert-wwm-ext and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
F:/WorkSpace/毕业设计和毕业论文/毕设/data_prossing.py:184: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.clone().detach() or sourceTensor.clone().detach().requires_grad_(True), rather than torch.tensor(sourceTensor).
  (torch.tensor(input_ids).cuda(), torch.tensor(token_type_ids).cuda(), torch.tensor(attention_mask).cuda(),
Epoch: 0, Batch: 10, Loss: 0.8186193704605103
Epoch: 0, Batch: 20, Loss: 0.6423770189285278
Epoch: 0, Batch: 30, Loss: 0.7765630483627319
Epoch: 0, Batch: 40, Loss: 0.6411922574043274
Epoch: 0, Batch: 50, Loss: 0.6368489265441895
Epoch: 0, Batch: 60, Loss: 0.5826092958450317
Epoch: 0, Batch: 70, Loss: 0.8435626029968262
Epoch: 0, Batch: 80, Loss: 0.6107736229896545
Epoch: 0, Batch: 90, Loss: 0.8176900148391724
Epoch: 0, Batch: 100, Loss: 0.9044706225395203
Epoch: 0, Batch: 110, Loss: 0.7505356073379517
Epoch: 0, Batch: 120, Loss: 0.5754618644714355
Epoch: 0, Batch: 130, Loss: 0.7521085143089294
Epoch: 0, Batch: 140, Loss: 0.6595597267150879
Epoch: 0, Batch: 150, Loss: 0.5978276133537292
Epoch: 0, Batch: 160, Loss: 0.7873238325119019
Epoch: 0, Batch: 170, Loss: 0.5873920321464539
Epoch: 0, Batch: 180, Loss: 0.5334436893463135
Epoch: 0, Batch: 190, Loss: 0.7021190524101257
Epoch: 0, Batch: 200, Loss: 0.6676203608512878
Epoch: 0, Batch: 210, Loss: 0.5223239660263062
Epoch: 0, Batch: 220, Loss: 0.6113964319229126
Epoch: 0, Batch: 230, Loss: 0.7383669018745422
Epoch: 0, Batch: 240, Loss: 0.7863160371780396
Epoch: 0, Batch: 250, Loss: 0.633912205696106
Epoch: 0, Batch: 260, Loss: 0.6538489460945129
Epoch: 0, Batch: 270, Loss: 0.9092825055122375
Epoch: 0, Batch: 280, Loss: 0.6823053956031799
Epoch: 0, Batch: 290, Loss: 0.798117458820343
Epoch: 0, Batch: 300, Loss: 0.7633976340293884
Epoch: 0, Batch: 310, Loss: 0.649858295917511
Epoch: 0, Batch: 320, Loss: 0.7259710431098938
Epoch: 0, Batch: 330, Loss: 0.6023561954498291
Epoch: 0, Batch: 340, Loss: 0.7699967622756958
Epoch: 0, Batch: 350, Loss: 0.6688100099563599
Epoch: 0, Batch: 360, Loss: 0.6745288372039795
Epoch: 0, Batch: 370, Loss: 0.6950002312660217
Epoch: 0, Batch: 380, Loss: 0.7095670700073242
Epoch: 0, Batch: 390, Loss: 0.624579668045044
Epoch: 0, Batch: 400, Loss: 0.6491766571998596
Epoch: 0, Batch: 410, Loss: 0.6180521249771118
Epoch: 0, Batch: 420, Loss: 0.6824221611022949
Epoch: 0, Batch: 430, Loss: 0.6514284610748291
Epoch: 0, Batch: 440, Loss: 0.8150351047515869
Epoch: 0, Batch: 450, Loss: 0.7051118612289429
Epoch: 0, Batch: 460, Loss: 0.552162230014801
Epoch: 0, Batch: 470, Loss: 1.096564531326294
Epoch: 0, Batch: 480, Loss: 0.7005438804626465
Epoch: 0, Batch: 490, Loss: 0.737496018409729
Epoch: 0, Batch: 500, Loss: 0.5613628625869751
Epoch: 0, Batch: 510, Loss: 0.7635562419891357
Epoch: 0, Batch: 520, Loss: 0.8027965426445007
Epoch: 0, Batch: 530, Loss: 0.7809235453605652
Epoch: 0, Batch: 540, Loss: 0.6730223298072815
Epoch: 0, Batch: 550, Loss: 0.607371985912323
Epoch: 0, Batch: 560, Loss: 0.7412384748458862
Epoch: 0, Batch: 570, Loss: 1.122960090637207
Epoch: 0, Batch: 580, Loss: 0.7111657857894897
Epoch: 0, Batch: 590, Loss: 0.6932779550552368
Epoch: 0, Batch: 600, Loss: 0.6541119813919067
Epoch: 0, Batch: 610, Loss: 0.8426647186279297
Epoch: 0, Batch: 620, Loss: 0.6870071291923523
Epoch: 0, Batch: 630, Loss: 0.6689413189888
Epoch: 0, Batch: 640, Loss: 0.6304156184196472
Epoch: 0, Batch: 650, Loss: 0.9748117327690125
Epoch: 0, Batch: 660, Loss: 0.6614325642585754
Epoch: 0, Batch: 670, Loss: 0.68828284740448
Epoch: 0, Batch: 680, Loss: 0.7921021580696106
Epoch: 0, Batch: 690, Loss: 0.6323057413101196
Epoch: 0, Batch: 700, Loss: 0.7370709180831909
Epoch: 0, Batch: 710, Loss: 0.8575145602226257
Epoch: 0, Batch: 720, Loss: 0.8834604024887085
Epoch: 0, Batch: 730, Loss: 0.5356290340423584
Epoch: 0, Batch: 740, Loss: 0.73172926902771
Epoch: 1, Batch: 10, Loss: 0.7052857875823975
Epoch: 1, Batch: 20, Loss: 0.6932631731033325
Epoch: 1, Batch: 30, Loss: 0.8185141682624817
Epoch: 1, Batch: 40, Loss: 0.6573673486709595
Epoch: 1, Batch: 50, Loss: 0.5058870315551758
Epoch: 1, Batch: 60, Loss: 0.6400524377822876
Epoch: 1, Batch: 70, Loss: 0.6874024271965027
Epoch: 1, Batch: 80, Loss: 0.6079925894737244
Epoch: 1, Batch: 90, Loss: 0.7391891479492188
Epoch: 1, Batch: 100, Loss: 0.7220163941383362
Epoch: 1, Batch: 110, Loss: 0.6458470225334167
Epoch: 1, Batch: 120, Loss: 0.5794345140457153
Epoch: 1, Batch: 130, Loss: 0.7985543012619019
Epoch: 1, Batch: 140, Loss: 0.7091192603111267
Epoch: 1, Batch: 150, Loss: 0.79527747631073
Epoch: 1, Batch: 160, Loss: 0.6858232021331787
Epoch: 1, Batch: 170, Loss: 0.6132160425186157
Epoch: 1, Batch: 180, Loss: 0.7180513143539429
Epoch: 1, Batch: 190, Loss: 0.6870588064193726
Epoch: 1, Batch: 200, Loss: 0.7246335744857788
Epoch: 1, Batch: 210, Loss: 0.6858574151992798
Epoch: 1, Batch: 220, Loss: 0.7074850797653198
Epoch: 1, Batch: 230, Loss: 0.679947018623352
Epoch: 1, Batch: 240, Loss: 0.6583274602890015
Epoch: 1, Batch: 250, Loss: 0.6500850319862366
